name,sinta_id,title,quartile,journal,author_order,creator,year,cited
UMAN SUHERMAN AS,5995491,Analysis of the Reliability and Validity of the Self-Determination Questionnaire Using Rasch Model,Q1 Journal,International Journal of Instruction,Author Order : 4 of 5,Creator : Muslihin H.Y.,2022,0 cited
UMAN SUHERMAN AS,5995491,Meta-synthesis studies on the application of indigenous counseling,no-Q Journal,International Journal of Scientific and Technology Research,Author Order : 2 of 4,Creator : Adiputra S.,2020,2 cited
UMAN SUHERMAN AS,5995491,Development of ASEAN counselor education standards,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 6,Creator : Suherman U.,2020,0 cited
UMAN SUHERMAN AS,5995491,Effect of knowledge and skills of counselors on the level of self-efficacy in evaluating guidance and counseling programs,no-Q Journal,International Journal of Scientific and Technology Research,Author Order : 2 of 5,Creator : Mujiyati,2020,0 cited
UMAN SUHERMAN AS,5995491,Development of class teacher's pedagogic competency in the implementation of learning guidelines in extraordinary elementary school (EES),Q3 Journal,ACM International Conference Proceeding Series,Author Order : 2 of 3,Creator : Triani N.,2020,0 cited
UMAN SUHERMAN AS,5995491,"Competency profile school counselor in managing guidance and counseling services in Madrasah in Garut Regency, Indonesia",Q3 Journal,ACM International Conference Proceeding Series,Author Order : 2 of 4,Creator : Pirmansyah A.,2020,0 cited
UMAN SUHERMAN AS,5995491,Dimension of peace culture based on Al-quran values,Q4 Journal,Universal Journal of Educational Research,Author Order : 1 of 6,Creator : Suherman U.,2019,3 cited
UMAN SUHERMAN AS,5995491,Exploring the values of peace in the cultural contexts of Indonesian and finnish schools: A study of the development of peace pedagogy,Q4 Journal,Man in India,Author Order : 2 of 7,Creator : Kartadinata S.,2016,2 cited
HIZBA MUHAMMAD SADIDA,6745857,"Surface roughness, hardness, and fatigue-corrosion characteristic of AISI 316L by shot peening",Q3 Journal,Metalurgija,Author Order : 5 of 5,Creator : Iswanto P.T.,2020,5 cited
BANDI SOBANDI,5993460,Tamarind (Tamarindus indica L.): Source of Ideas Behind the Semarang Batik Motifs to Strengthen Local Cultural Identity,Q2 Journal,Harmonia: Journal of Arts Research and Education,Author Order : 0 of 0,Creator : Syakir,2022,0 cited
HIZBA MUHAMMAD SADIDA,6745857,Influence of shot peening on surface properties and corrosion resistance of implant material AISI 316L,Q3 Journal,Metalurgija,Author Order : 4 of 4,Creator : Iswanto P.T.,2020,3 cited
HIZBA MUHAMMAD SADIDA,6745857,Fatigue behavior improvement of a356 aluminum alloy of motorcycle cast wheel produced by high speed centrifugal casting based on t6 heat treatment and artificial aging,Q4 Journal,Materials Science Forum,Author Order : 5 of 5,Creator : Iswanto P.T.,2020,0 cited
BANDI SOBANDI,5993460,"The use of clove leaves (syzygium aromaticum l.) as natural dye for batik production in kasumedangan batik industry, Indonesia",Q3 Journal,Vlakna a Textil,Author Order : 1 of 4,Creator : Sobandi B.,2021,1 cited
BANDI SOBANDI,5993460,Batik AR ver.1.0: Augmented Reality application as gamification of batik design using waterfall method,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 8,Creator : Sobandi B.,2021,1 cited
EDI SURESMAN,5993676,Character-based Lesson Plan in Constructing Tolerance for Student,no-Q Journal,International Journal of Early Childhood Special Education,Author Order : 3 of 4,Creator : Shodiq S.F.,2021,0 cited
HIZBA MUHAMMAD SADIDA,6745857,"Distribution of hardness, surface roughness and wettability of aisi 316l induced by shot peening with different duration and shooting distance",Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 4 of 4,Creator : Tri Iswanto P.,2020,0 cited
HIZBA MUHAMMAD SADIDA,6745857,Effects of pouring temperature variations on fatigue properties of al-cu alloy after remelting,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 2,Creator : Muhammad Sadida H.,2020,0 cited
EDI SURESMAN,5993676,Character education in the pandemic era: A religious ethical learning model through Islamic education,Q3 Journal,"International Journal of Learning, Teaching and Educational Research",Author Order : 4 of 5,Creator : Taja N.,2021,2 cited
ANNISA CIPTAGUSTIA,5994482,Quality improvement initiatives for public transportation based on a customers and service providers approach,Q3 Journal,"African Journal of Hospitality, Tourism and Leisure",Author Order : 3 of 4,Creator : Sultan M.A.,2019,0 cited
EDI SURESMAN,5993676,The exploration of character education contents in the physics textbooks about Newton's law,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Dewi T.S.,2020,0 cited
MOMO,5994131,Fundamental concepts and chemical representations on sea pollutant migration: can it be improved through RADEC,Q3 Journal,Moroccan Journal of Chemistry,Author Order : 3 of 4,Creator : Sujana A.,2021,1 cited
MOMO,5994131,Educative curriculum material and its impact on the teachers’ instructional performance and learners’achievement,Q3 Journal,"International Journal of Learning, Teaching and Educational Research",Author Order : 1 of 2,Creator : Kartamiharja M.R.,2020,0 cited
MOMO,5994131,Implementation of problem-based learning (PBL) approach in chemistry instructional with context of tofu liquid waste treatment,Q3 Journal,"International Journal of Learning, Teaching and Educational Research",Author Order : 1 of 3,Creator : Kartamiharja M.R.,2020,1 cited
MOMO,5994131,Exploring the implementation of problem-based learning on acid base neutralization reaction in high school,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Dwikaryani B.,2019,0 cited
MOMO,5994131,The courseware of discontinuous nature of matter in teaching the states of matter and their changes,Q3 Journal,International Journal of Instruction,Author Order : 3 of 5,Creator : Sopandi W.,2018,6 cited
MOMO,5994131,Vocational High School Students' Creativity in Food Additives with Problem Based Learning Approach,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 3,Creator : Ratnasari D.,2017,1 cited
PANDU HYANGSEWU,6656623,THE ANALYTICAL SCORING ASSESSMENT USAGE TO EXAMINE SUNDANESE STUDENTS’ PERFORMANCE IN WRITING DESCRIPTIVE TEXTS,Q2 Journal,Cakrawala Pendidikan,Author Order : 4 of 4,Creator : Koswara D.,2021,1 cited
GILAR GANDANA,6138272,Maker-Centered Project-Based Learning: The Effort to Improve Skills of Graphic Design and Student's Learning Liveliness,Q3 Journal,Journal of Educational and Social Research,Author Order : 2 of 5,Creator : Sumantri M.S.,2022,0 cited
GILAR GANDANA,6138272,Regional Language Education in the Era of the Industrial Revolution Era 4.0: An Idea about Education in the Techno-pedagogy Perspective,Q4 Journal,Journal of Physics: Conference Series,Author Order : 4 of 4,Creator : Nurjanah N.,2020,1 cited
RINI MARWATI,5981279,A Modified Lax-Friedrichs Method for the Shallow Water Equations,no-Q Journal,"Proceedings of the 7th Mathematics, Science, and Computer Science Education International Seminar, M",Author Order : 2 of 3,Creator : Yulianti K.,2020,0 cited
GILAR GANDANA,6138272,Exploring the integrating potentials of role playing with YouTube in building student's self confidence,Q4 Journal,Journal of Physics: Conference Series,Author Order : 4 of 5,Creator : Lestari T.,2019,0 cited
GILAR GANDANA,6138272,Educative and digital based game (PowerPoint) game games as a stimulation method of discussion skill development early childhood,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Yasbiati Y.,2019,1 cited
GILAR GANDANA,6138272,Tactical approach to increase motivation for learning students on physical education teaching in primary schools,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 4 of 4,Creator : Rokhayati A.,2017,6 cited
RINI MARWATI,5981279,A modified lax-friedrichs method for the shallow water equations,no-Q Journal,PervasiveHealth: Pervasive Computing Technologies for Healthcare,Author Order : 2 of 3,Creator : Yulianti K.,2020,0 cited
RINI MARWATI,5981279,'Surala Ninja!': A mathematics e-learning based on learning management system as an alternative learning in elementary school,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 4,Creator : Marwati R.,2019,0 cited
RINI MARWATI,5981279,Cryptanalysis on classical cipher based on Indonesian language,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 2,Creator : Marwati R.,2018,0 cited
RINI MARWATI,5981279,Surfactant effects on contact line alteration of a liquid drop in a capillary tube,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 2,Creator : Yulianti K.,2018,0 cited
NIKE KAMARUBIANI,5995140,Role of CLC through social entrepreneurs as a community empowerment efforts,no-Q Journal,Journal of Advanced Research in Dynamical and Control Systems,Author Order : 4 of 5,Creator : Affandi M.,2020,0 cited
RINI MARWATI,5981279,Fuzzy evolutionary algorithm to solve chromosomes conflict and its application to lecture schedule problems,Q4 Journal,AIP Conference Proceedings,Author Order : 1 of 3,Creator : Marwati R.,2016,0 cited
RINI MARWATI,5981279,Estimating oil reservoir permeability and porosity from two interacting wells,Q3 Journal,Journal of Mathematical and Fundamental Sciences,Author Order : 6 of 6,Creator : Sutawanir,2013,0 cited
RINI MARWATI,5981279,Bayesian reservoir simulation,no-Q Journal,"ICSSBE 2012 - Proceedings, 2012 International Conference on Statistics in Science, Business and Engi",Author Order : 4 of 4,Creator : Darwis S.,2012,0 cited
ASEP HADIAN SASMITA,5993940,The analysis of carbide particles distribution of HSS performances in relation with the machining process in manufacturing workshops,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 3 of 4,Creator : Setiadi A.,2018,0 cited
NIKE KAMARUBIANI,5995140,The law of domestic violence elimination through computer assisted instruction in a gender perspective,Q4 Journal,ACM International Conference Proceeding Series,Author Order : 3 of 3,Creator : Muslikhah,2019,0 cited
ASEP HADIAN SASMITA,5993940,Separation of glycerolysis product using hexane,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 4,Creator : Mujdalipah S.,2016,1 cited
RIDWAN ADAM MUHAMAD NOOR,6003943,The analysis of the calculation of resin requirements in the process of forming carbon fibre body using vacuum infusion method,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 2,Creator : Noor R.A.M.,2020,0 cited
RIDWAN ADAM MUHAMAD NOOR,6003943,Development of an algorithm code concept to match the diesel engine and turbocharger,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 4 of 5,Creator : Gifari M.M.A.,2020,0 cited
GEMA RULLYANA,5994404,Pedagogia dictionary: Web application development,Q1 Journal,International Journal of Instruction,Author Order : 2 of 4,Creator : Susilana R.,2022,0 cited
GEMA RULLYANA,5994404,Can microlearning strategy assist students’ online learning?,Q2 Journal,Cakrawala Pendidikan,Author Order : 0 of 0,Creator : Susilana R.,2022,0 cited
GEMA RULLYANA,5994404,Instilling environmental literacy using Kamishibai cards in kindergartens,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 3 of 6,Creator : Susilana R.,2021,0 cited
RIDWAN ADAM MUHAMAD NOOR,6003943,Designing an adjustable height engine stand to reduce the risk of student's Musculoskeletal Disorders (MSDs) in engine tune up practice,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 4,Creator : Noor R.A.M.,2020,0 cited
GEMA RULLYANA,5994404,Cultural Literacy: Getting to Know Digital-Based Folklore,no-Q Journal,"2019 5th International Conference on Education and Technology, ICET 2019",Author Order : 2 of 6,Creator : Johan R.C.,2019,0 cited
REGINA LICHTERIA PANJAITAN,5996995,The relationship between students' interest in bilingual science learning and students' English competence,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 2,Creator : Panjaitan R.,2019,1 cited
REGINA LICHTERIA PANJAITAN,5996995,Shifting from physics teacher to basic-science teacher: Adequate or not? (a self-study),Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 1,Creator : Panjaitan R.,2019,0 cited
REGINA LICHTERIA PANJAITAN,5996995,Science and mathematics literacy of elementary school students related to water cycle,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 3,Creator : Sujana A.,2019,1 cited
BUDHI PAMUNGKAS GAUTAMA,5993835,Coffee as geo-product of a small island geopark increasing livelihood in a local community-A study in Belitung Island,Q3 Journal,"African Journal of Hospitality, Tourism and Leisure",Author Order : 3 of 4,Creator : Yuliawati A.K.,2019,1 cited
REGINA LICHTERIA PANJAITAN,5996995,Plan your own science experiment: Elaborating students' creativity and problems in science laboratory activity,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 3,Creator : Panjaitan R.,2019,0 cited
REGINA LICHTERIA PANJAITAN,5996995,Item validity vs. item discrimination index: A redundancy?,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 5,Creator : Panjaitan R.,2018,2 cited
REGINA LICHTERIA PANJAITAN,5996995,Choosing appropriate independent variable in educational experimental research: Some errors debunked,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 1,Creator : Panjaitan R.,2018,0 cited
REGINA LICHTERIA PANJAITAN,5996995,"Implementing a ""choose your own adventure"" method in teaching basic concepts of sound to primary-school teacher candidate students",Q3 Journal,Journal of Physics: Conference Series,Author Order : 1 of 1,Creator : Panjaitan R.L.,2016,3 cited
ASYIFA IMANDA SEPTIANA,6681802,"Three-dimensional aerial image interface, 3DAII",Q3 Journal,Journal of Robotics and Mechatronics,Author Order : 0 of 3,Creator : Matsumaru T.,2019,5 cited
ASYIFA IMANDA SEPTIANA,6681802,Measuring performance of aerial projection of 3D Hologram Object (3DHO),no-Q Journal,"2017 IEEE International Conference on Robotics and Biomimetics, ROBIO 2017",Author Order : 0 of 3,Creator : Asyifa I.S.,2018,2 cited
